               Symbol Series  Prev Close    Open    High     Low    Last   Close    VWAP    Volume      Turnover  Trades  Deliverable Volume  %Deliverble
Date                                                                                                                                                     
2015-01-01  JINDALSAW     EQ       93.30   93.00   95.85   91.55   94.05   94.00   94.33   1780714  1.679825e+13   13088              478509       0.2687
2015-01-02  JINDALSAW     EQ       94.00   94.70   96.80   94.10   95.05   95.10   95.67   1857096  1.776600e+13   16046              808031       0.4351
2015-01-05  JINDALSAW     EQ       95.10   95.00   97.20   92.60   92.75   92.95   94.10   2489709  2.342722e+13   10014             1078294       0.4331
2015-01-06  JINDALSAW     EQ       92.95   92.45   92.45   88.20   89.00   88.70   89.87   1287116  1.156759e+13    8121              650781       0.5056
2015-01-07  JINDALSAW     EQ       88.70   89.45   89.55   86.05   86.95   86.60   87.35   1109173  9.688887e+12    7866              423568       0.3819
2015-01-08  JINDALSAW     EQ       86.60   87.50   90.40   87.35   89.45   89.35   88.77   1274220  1.131128e+13   10758              455096       0.3572
2015-01-09  JINDALSAW     EQ       89.35   90.10   91.75   87.25   88.75   88.85   89.68   1738097  1.558799e+13    9801              768609       0.4422
2015-01-12  JINDALSAW     EQ       88.85   89.30   90.00   87.90   88.55   88.60   89.08   1014250  9.034665e+12    6622              300646       0.2964
2015-01-13  JINDALSAW     EQ       88.60   88.70   89.45   86.05   86.20   86.35   87.72    683656  5.997208e+12    5212              324101       0.4741
2015-01-14  JINDALSAW     EQ       86.35   86.20   86.85   82.25   82.75   82.90   84.57    941180  7.959423e+12    8863              463972       0.4930
2015-01-15  JINDALSAW     EQ       82.90   84.10   84.95   82.60   83.00   83.25   83.69    914616  7.654446e+12    8356              439625       0.4807
2015-01-16  JINDALSAW     EQ       83.25   83.10   86.80   82.70   84.50   84.20   85.01   1455966  1.237716e+13   13542              523024       0.3592
2015-01-19  JINDALSAW     EQ       84.20   84.85   87.40   84.45   85.00   85.00   85.51   1864975  1.594695e+13    9471              760120       0.4076
2015-01-20  JINDALSAW     EQ       85.00   85.55   90.80   84.70   89.50   88.75   87.20   5103168  4.449971e+13   24600             1614239       0.3163
2015-01-21  JINDALSAW     EQ       88.75   91.20   92.80   85.50   85.60   85.95   89.49   3314106  2.965911e+13   19253             1437179       0.4337
2015-01-22  JINDALSAW     EQ       85.95   86.10   86.75   83.35   83.75   83.70   84.80   1067156  9.049432e+12    7313              594686       0.5573
2015-01-23  JINDALSAW     EQ       83.70   84.45   86.75   83.70   84.55   84.70   85.21   1189273  1.013325e+13    8108              431708       0.3630
2015-01-27  JINDALSAW     EQ       84.70   85.45   86.60   84.40   84.90   85.25   85.48    840603  7.185824e+12    8879              360582       0.4290
2015-01-28  JINDALSAW     EQ       85.25   85.35   85.40   81.50   81.80   82.00   83.14    977180  8.124297e+12    6840              514102       0.5261
2015-01-29  JINDALSAW     EQ       82.00   82.35   83.60   81.40   81.70   81.80   82.39    595981  4.910437e+12    5822              252120       0.4230
2015-01-30  JINDALSAW     EQ       81.80   82.30   83.50   80.15   80.50   80.55   81.70    861590  7.038768e+12    7252              368202       0.4274
2015-02-02  JINDALSAW     EQ       80.55   80.85   82.70   79.80   81.20   81.30   81.36    818096  6.655934e+12    7861              323683       0.3957
2015-02-03  JINDALSAW     EQ       81.30   81.65   82.20   80.05   80.25   80.30   80.97    537820  4.354657e+12    4225              254008       0.4723
2015-02-04  JINDALSAW     EQ       80.30   80.90   85.30   80.60   82.70   82.55   83.45   2188345  1.826256e+13   12079              689723       0.3152
2015-02-05  JINDALSAW     EQ       82.55   82.85   83.30   78.20   78.95   79.10   80.92    805186  6.515241e+12    5524              403627       0.5013
2015-02-06  JINDALSAW     EQ       79.10   79.00   80.40   77.05   77.65   77.40   78.36    691181  5.415813e+12    5136              265810       0.3846
2015-02-09  JINDALSAW     EQ       77.40   77.00   78.70   74.65   74.75   75.15   76.63    835568  6.402807e+12    6344              444267       0.5317
2015-02-10  JINDALSAW     EQ       75.15   74.35   76.60   71.40   73.25   73.05   74.06   1057006  7.827706e+12    6534              462141       0.4372
2015-02-11  JINDALSAW     EQ       73.05   73.50   80.90   73.50   79.15   79.20   78.12   1982099  1.548392e+13   13714              501146       0.2528
2015-02-12  JINDALSAW     EQ       79.20   79.65   81.40   77.90   79.30   79.45   79.68   1347875  1.073927e+13    8537              423528       0.3142
2015-02-13  JINDALSAW     EQ       79.45   79.50   80.75   77.60   78.20   78.15   78.99    618869  4.888284e+12    4657              214980       0.3474
2015-02-16  JINDALSAW     EQ       78.15   78.25   78.90   76.20   76.45   76.40   77.25    631164  4.875822e+12    6038              271904       0.4308
2015-02-18  JINDALSAW     EQ       76.40   76.75   78.60   76.15   77.30   77.25   77.42    790234  6.117999e+12    7331              258937       0.3277
2015-02-19  JINDALSAW     EQ       77.25   77.60   84.60   76.70   83.15   82.95   81.84   4482899  3.668962e+13   22341             1461086       0.3259
2015-02-20  JINDALSAW     EQ       82.95   83.00   86.15   79.65   84.90   84.70   83.50   2839815  2.371162e+13   16249              792609       0.2791
2015-02-23  JINDALSAW     EQ       84.70   84.70   84.90   78.80   78.85   79.65   82.19   1294937  1.064269e+13    7987              732820       0.5659
2015-02-24  JINDALSAW     EQ       79.65   79.65   79.65   77.40   77.95   77.90   78.40    657562  5.155364e+12   10303              274441       0.4174
2015-02-25  JINDALSAW     EQ       77.90   78.35   79.50   76.55   77.00   76.80   77.97    572617  4.464485e+12    4937              285190       0.4980
2015-02-26  JINDALSAW     EQ       76.80   77.25   77.25   75.00   75.70   75.50   76.04    533409  4.055995e+12    5162              257049       0.4819
2015-02-27  JINDALSAW     EQ       75.50   75.90   79.40   75.70   77.80   77.90   77.89    871746  6.789917e+12    7565              314733       0.3610
2015-02-28  JINDALSAW     EQ       77.90   78.70   81.40   76.95   78.10   78.05   78.71   1044183  8.219029e+12    7562              277967       0.2662
2015-03-02  JINDALSAW     EQ       78.05   79.00   80.25   76.70   77.40   77.30   78.07    606405  4.734004e+12    4156              253696       0.4184
2015-03-03  JINDALSAW     EQ       77.30   77.60   79.80   76.95   77.75   77.85   78.15   1185137  9.261424e+12    7735              445912       0.3763
2015-03-04  JINDALSAW     EQ       77.85   78.60   79.25   75.50   76.10   76.10   77.36    803416  6.215324e+12    6121              417787       0.5200
2015-03-05  JINDALSAW     EQ       76.10   76.70   77.60   74.50   75.25   75.25   75.77    887949  6.727930e+12    6351              440685       0.4963
2015-03-09  JINDALSAW     EQ       75.25   74.65   78.70   74.50   75.05   74.95   76.39   1261218  9.634464e+12    9930              297440       0.2358
2015-03-10  JINDALSAW     EQ       74.95   75.40   76.45   73.15   73.70   73.75   74.70    819499  6.121461e+12    5374              327681       0.3999
