Date	Open	High	Low	Close	Adj Close	Volume
2002-07-01	102.94999694824219	114.3499984741211	99.0	110.80000305175781	92.84168243408203	2845801
2002-07-02	111.0	114.94999694824219	108.5999984741211	110.9000015258789	92.92548370361328	1508074
2002-07-03	110.0	112.5	108.0	109.3499984741211	91.6266860961914	822196
2002-07-04	110.80000305175781	112.5	109.0	110.75	92.79977416992188	653598
2002-07-05	110.75	112.0	106.0999984741211	107.0	89.65757751464844	382153
2002-07-08	107.0	108.0	102.0	102.69999694824219	86.05451202392578	264980
2002-07-09	102.75	108.5	101.0999984741211	106.19999694824219	88.98723602294922	491308
2002-07-10	106.69999694824219	106.69999694824219	101.05000305175781	102.0999984741211	85.5517578125	206543
2002-07-11	103.0	105.0	97.1500015258789	97.80000305175781	81.9487075805664	369391
2002-07-12	99.4000015258789	102.44999694824219	98.25	99.30000305175781	83.20556640625	271071
2002-07-15	100.25	100.75	93.25	95.5	80.02147674560547	299823
2002-07-16	96.0	98.9000015258789	94.0	95.5	80.02147674560547	244794
2002-07-17	95.0	96.4000015258789	84.0999984741211	87.4000015258789	73.23430633544922	917132
2002-07-18	87.1500015258789	94.75	87.0	93.8499984741211	78.63890075683594	955467
2002-07-19	91.0999984741211	96.30000305175781	90.0	93.30000305175781	78.17807006835938	1847358
2002-07-22	90.0999984741211	93.0	85.30000305175781	88.05000305175781	73.77896118164062	856114
2002-07-23	102.0	102.0	86.05000305175781	90.0999984741211	75.4967041015625	839176
2002-07-24	90.0	93.4000015258789	87.5	88.69999694824219	74.32361602783203	1390123
2002-07-25	90.1500015258789	92.8499984741211	88.0	89.0	74.57498168945312	529824
2002-07-26	89.25	89.4000015258789	81.5999984741211	83.19999694824219	69.71504211425781	378113
2002-07-29	84.0	84.44999694824219	67.4000015258789	72.6500015258789	60.87497329711914	1102737
2002-07-30	83.5	83.5	66.0	67.44999694824219	56.51778030395508	625515
2002-07-31	67.0	72.0	61.0	70.55000305175781	59.1153450012207	924305
