Date	Open	High	Low	Close	Adj Close	Volume	EMA_5	EMA_13	EMA_20	EMA_50	EMA_75	EMA_100	EMA_200	EMA_300	EMA_365	RSI_14
2016-07-12	500.0	509.29998779296875	480.0	503.1000061035156	503.1000061035156	16364151										
2016-07-13	503.0	507.45001220703125	462.0	467.70001220703125	467.70001220703125	2440691										
2016-07-14	468.6000061035156	492.5	452.5	487.70001220703125	487.70001220703125	2381010										
2016-07-15	487.0	497.8999938964844	475.1499938964844	491.45001220703125	491.45001220703125	1276616										
2016-07-18	492.0	512.0	487.0	501.95001220703125	501.95001220703125	1506745	490.3800109863281									
2016-07-19	502.3500061035156	507.3500061035156	490.0	495.04998779296875	495.04998779296875	669521	491.93666992187497									
2016-07-20	495.04998779296875	507.70001220703125	490.8999938964844	496.29998779296875	496.29998779296875	756119	493.39110921223954									
2016-07-21	496.8999938964844	499.45001220703125	486.3999938964844	487.8999938964844	487.8999938964844	331922	491.56073744032113									
2016-07-22	490.0	492.79998779296875	481.0	482.79998779296875	482.79998779296875	329187	488.64048755787036									
2016-07-25	485.8500061035156	495.04998779296875	475.1000061035156	481.95001220703125	481.95001220703125	296699	486.41032910759066									
2016-07-26	485.8500061035156	496.8999938964844	482.79998779296875	489.8999938964844	489.8999938964844	356432	487.57355070388854									
2016-07-27	494.70001220703125	531.9000244140625	491.1000061035156	523.75	523.75	1565742	499.6323671359257									
2016-07-28	527.0	541.9000244140625	521.0999755859375	524.7999877929688	524.7999877929688	780663	508.0215740216067	494.9500004695012								
2016-07-29	526.7999877929688	530.5	508.04998779296875	510.20001220703125	510.20001220703125	298546	508.7477200834149	497.1285735748626								
2016-08-01	517.4500122070312	604.8499755859375	516.0	592.9000244140625	592.9000244140625	3669457	536.7984881936308	510.81020940903403								69.32846208062134
2016-08-02	598.0	618.7999877929688	580.1500244140625	602.5	602.5	1883855	558.6989921290872	523.9087509220292								70.63532743441463
2016-08-03	602.0	602.7999877929688	576.2000122070312	588.2999877929688	588.2999877929688	678231	568.5659906837144	533.1074990464491								66.14579798668659
2016-08-04	595.0	651.0	587.5	622.1500244140625	622.1500244140625	2289006	586.4273352604971	545.827859813251								70.89482072543481
2016-08-05	626.0	632.0	613.25	621.2999877929688	621.2999877929688	476195	598.051552771321	556.6095923817821								70.6268885204387
2016-08-08	625.75	625.75	556.25	559.0499877929688	559.0499877929688	1581862	585.0510311118702	556.9582202976659	526.537501525879							54.409769661005
2016-08-09	561.5	571.5	530.0499877929688	535.5999755859375	535.5999755859375	1375277	568.5673459365593	553.9070424817047	527.4005942935036							49.7732898418581
2016-08-10	539.7000122070312	556.0	536.25	550.2999877929688	550.2999877929688	1002765	562.4782265553624	553.3917489547424	529.5814889125003							52.505500061782016
2016-08-11	552.0	555.4500122070312	531.0	532.3499755859375	532.3499755859375	363157	552.4354762322208	550.3857813306274	529.8451543099704							49.000322271494326
2016-08-12	535.9000244140625	542.7999877929688	527.0499877929688	529.7999877929688	529.7999877929688	254952	544.8903134191368	547.4449536823905	529.8408527369227							48.50493006332511
2016-08-16	530.0999755859375	534.4500122070312	505.6000061035156	519.3499755859375	519.3499755859375	413017	536.376867474737	543.4313853828972	528.841721579686							46.43315862090376
2016-08-17	518.9000244140625	530.0	518.0	525.6500244140625	525.6500244140625	165209	532.8012531211788	540.891190958778	528.5377504210552							47.87854608083265
2016-08-18	528.0	557.3499755859375	521.0	543.7999877929688	543.7999877929688	489208	536.4674980117754	541.3067333636624	529.991296837428							51.90484567755895
2016-08-19	544.9000244140625	561.0	536.3499755859375	542.5	542.5	305984	538.4783320078503	541.4772000259964	531.18260190053							51.597401972710145
2016-08-22	546.4000244140625	573.7000122070312	543.9000244140625	569.4500122070312	569.4500122070312	608750	548.8022254075773	545.4733160518584	534.8271171678158							57.25057586956913
2016-08-23	573.7999877929688	573.7999877929688	550.0999755859375	553.5	553.5	169895	550.3681502717183	546.6199851873072	536.6054869613572							53.284072570790016
2016-08-24	552.2000122070312	563.7999877929688	545.5	549.8499755859375	549.8499755859375	162799	550.195425376458	547.0814123871115	537.8668668303649							52.38954846475142
2016-08-25	550.25	563.5	540.5499877929688	541.7999877929688	541.7999877929688	176349	547.3969461819617	546.3269231593769	538.2414497791843							50.380718712309616
2016-08-26	542.0	555.0	537.0	541.7000122070312	541.7000122070312	158455	545.4979681903181	545.6659358804703	538.5708366770746							50.35489470782024
2016-08-29	544.4000244140625	546.4500122070312	528.4500122070312	531.5999755859375	531.5999755859375	131200	540.8653039888579	543.6565129812514	537.9069451445853							47.69510841314506
2016-08-30	532.0999755859375	557.4000244140625	532.0999755859375	548.7999877929688	548.7999877929688	306524	543.5101985902282	544.391295097211	538.9443777777647							52.31447191114993
2016-08-31	543.0999755859375	559.0	543.0999755859375	550.7999877929688	550.7999877929688	187513	545.940128324475	545.3068226251764	540.0734834934984							52.8360697036867
2016-09-01	553.0499877929688	555.7000122070312	540.5999755859375	545.25	545.25	88041	545.71008554965	545.298705107294	540.5664850655462							51.163604850240965
2016-09-02	548.75	549.9000244140625	535.0	536.5499877929688	536.5499877929688	86255	542.6567196307562	544.0488883481047	540.1839615157769							48.568279935343476
2016-09-06	542.7999877929688	555.4500122070312	537.5	552.4000244140625	552.4000244140625	202703	545.9044878918584	545.2419077860986	541.3473960775184							53.22362866897489
2016-09-07	550.0	553.25	540.0499877929688	542.5499877929688	542.5499877929688	70291	544.7863211922285	544.8573477870801	541.461928621847							50.18361608500213
2016-09-08	542.4000244140625	548.0	535.5	543.7999877929688	543.7999877929688	96553	544.4575433924753	544.70629635935	541.6846009238586							50.56947009526909
2016-09-09	544.7999877929688	551.75	535.5	540.1500244140625	540.1500244140625	90962	543.0217037330043	544.055400367166	541.5384507800685							49.367063658773844
2016-09-12	534.5999755859375	534.7000122070312	516.5	520.0	520.0	102587	535.3478024886696	540.6189146004281	539.4871697533953							43.252741936770846
2016-09-14	517.1500244140625	534.9000244140625	517.1500244140625	531.4500122070312	531.4500122070312	93389	534.0485390614568	539.3090714013714	538.7217261775511							47.25073862046573
2016-09-15	525.0	563.9000244140625	525.0	548.8499755859375	548.8499755859375	335891	538.9823512362838	540.6720577134523	539.6863213593022							52.70391796660202
2016-09-16	552.0	556.0	544.0499877929688	548.5	548.5	213728	542.1549008241892	541.7903351829591	540.525719325083							52.58616306859905
2016-09-19	549.0	550.0	535.8499755859375	544.4000244140625	544.4000244140625	140395	542.903275354147	542.1631479302596	540.8947007621287							51.14450178273461
2016-09-20	545.25	546.0	533.5499877929688	536.0	536.0	63363	540.6021835694313	541.2826982259368	540.4285387847831							48.22728611754996
2016-09-21	539.0	550.0	536.0	544.6500244140625	544.6500244140625	158475	541.9514638509751	541.7637448242405	540.8305850351907							51.30731491256203
2016-09-22	545.5999755859375	550.9500122070312	542.5	546.5	546.5	271641	543.4676425673167	542.4403527064918	541.3705293175534	535.5729986572265						51.965488681411244
2016-09-23	549.9000244140625	567.9500122070312	546.5	563.5999755859375	563.5999755859375	517305	550.1784202401903	545.463155974984	543.4876194383519	536.6720957916858						57.662143320479274
2016-09-26	565.0	569.2999877929688	545.0	549.5999755859375	549.5999755859375	149408	549.9856053554394	546.0541302051203	544.0697485952649	537.1790714698918						52.20351539691613
2016-09-27	548.6500244140625	566.2000122070312	543.0	555.1500244140625	555.1500244140625	160599	551.7070783749804	547.3535436635406	545.1250129589598	537.8838147226044						54.0601881951596
2016-09-28	565.1500244140625	568.4500122070312	545.3499755859375	548.2999877929688	548.2999877929688	217857	550.5713815143098	547.4887499677446	545.4273915145798	538.2922920979128						51.4059866901895
2016-09-29	550.0	575.5	510.0	556.7999877929688	556.7999877929688	413911	552.6475836071961	548.8189267999195	546.5104959220454	539.0180840859542						54.397918687009074
2016-09-30	552.2000122070312	574.7000122070312	541.4000244140625	559.0999755859375	559.0999755859375	187528	554.7983809334432	550.2876480550649	547.7094939852732	539.8056092428163						55.20167066884941
2016-10-03	561.0	592.4000244140625	561.0	583.0	583.0	443267	564.1989206222955	554.9608411900556	551.0704945581043	541.4995069195686						62.58199599750958
2016-10-04	584.3499755859375	600.0	578.2000122070312	593.3499755859375	593.3499755859375	255994	573.9159389435096	560.4450032466101	555.0971117988503	543.5328586319753						65.25175595629095
2016-10-05	589.7000122070312	618.9500122070312	589.7000122070312	607.1500244140625	607.1500244140625	546197	584.9939674336939	567.1171491276747	560.0545320479181	546.0276494469591						68.48092676906515
2016-10-06	609.0	624.5	607.5999755859375	616.25	616.25	256471	595.4126449557959	574.1361278237212	565.4064813766878	548.7814671157058						70.43221419657277
2016-10-07	618.0999755859375	635.9000244140625	610.5499877929688	629.4500122070312	629.4500122070312	208119	606.758434039541	582.0381113070512	571.505865265292	551.9449394722284						73.03953228856676
2016-10-10	630.2000122070312	634.9500122070312	608.0499877929688	616.8499755859375	616.8499755859375	166054	610.1222812216732	587.0112347754635	575.8243519624963	554.4902350060993						66.96894343892306
2016-10-13	614.7999877929688	614.7999877929688	566.6500244140625	592.9500122070312	592.9500122070312	180593	604.398191550126	587.8596315514018	577.4553672238806	555.9984615629986						57.24924651850243
2016-10-14	597.0	599.9000244140625	584.0	591.0999755859375	591.0999755859375	54380	599.9654528953964	588.3225378420498	578.7548537345526	557.3749915246825						56.564871958492915
2016-10-17	591.9500122070312	611.7999877929688	583.0999755859375	601.4000244140625	601.4000244140625	230508	600.4436434016185	590.1907502094801	580.9115366564107	559.1014634026974						59.46986922994173
2016-10-18	607.0	610.0	596.2000122070312	605.5999755859375	605.5999755859375	129136	602.1624207963915	592.3920681204027	583.2628165544609	560.9249344687069						60.62625047181414
2016-10-19	610.0	612.0	585.2000122070312	594.75	594.75	177726	599.6916138642611	592.7289155317737	584.3568340254647	562.2514076267968						56.16784086605746
2016-10-20	616.0	672.0	607.0	630.5499877929688	630.5499877929688	1924287	609.9777385071636	598.1319258548016	588.7561820033222	564.9297833195878						65.24873604190937
2016-10-21	633.0	638.8499755859375	617.0	626.0499877929688	626.0499877929688	239438	615.3351549357653	602.1202204173969	592.3079730309076	567.3266540832499						63.46877605215513
2016-10-24	627.0	628.7999877929688	600.25	604.5999755859375	604.5999755859375	165594	611.756761819156	602.4744711557598	593.4786399409105	568.7883529657082						55.6726359545218
2016-10-25	609.0	611.0	591.7999877929688	593.7999877929688	593.7999877929688	109588	605.7711704770936	601.2352592467897	593.5092444982494	569.7692013903066						52.19616570644688
2016-10-26	590.0	609.0	582.25	587.0	587.0	169607	599.5141136513957	599.2016507829626	592.8893164507971	570.4449189828437						50.07587771082234
2016-10-27	590.0	594.25	573.1500244140625	587.0999755859375	587.0999755859375	102020	595.3760676295764	597.4728400405304	592.3379506541438	571.0980584574747						50.10796684240068
2016-10-28	589.9000244140625	610.0	585.0	597.1500244140625	597.1500244140625	158987	595.9673865577385	597.4267235224636	592.7962433931837	572.1197041812625						53.35377554571402
2016-11-01	600.2000122070312	613.0	594.0	610.3499755859375	610.3499755859375	157664	600.7615829004715	599.2729023886742	594.4680274115411	573.6189305108576	554.3953299967447					57.28444569726905
2016-11-02	596.2000122070312	602.7000122070312	592.0	594.25	594.25	71389	598.591055266981	598.5553449045779	594.4472628961563	574.4279920594514	555.4441371020936					51.57579334083836
2016-11-03	594.1500244140625	599.5499877929688	580.0999755859375	585.1500244140625	585.1500244140625	55056	594.1107116493415	596.6402991202185	593.5618116121474	574.848463916495	556.2258709787243					48.626169506259984
2016-11-04	584.5	585.3499755859375	551.2000122070312	555.7000122070312	555.7000122070312	74529	581.3071451685714	590.7916867040489	589.9559259545173	574.0975442416141	556.2120325899955					40.544786809271784
2016-11-07	561.0	576.5499877929688	561.0	567.2000122070312	567.2000122070312	55604	576.6047675147247	587.4214474901892	587.7886960738043	573.8270527892774	556.5011899483385					44.42864734334886
2016-11-08	570.0	580.0	566.2000122070312	571.6500244140625	571.6500244140625	67046	574.9531864811706	585.1683870507425	586.2516797252575	573.7416791275043	556.8998434869102					45.90132718400069
2016-11-09	550.0	579.0	515.0	570.25	570.25	244989	573.3854576541138	583.0371889006364	584.727710227614	573.6047505342689	557.2511633951494					45.49285763869529
2016-11-10	579.0	598.0	579.0	591.1500244140625	591.1500244140625	61632	579.30697990743	584.1961654025544	585.339359197752	574.2928004903392	558.1432386851209					52.3148806601686
2016-11-11	581.0999755859375	594.9000244140625	566.4500122070312	582.7999877929688	582.7999877929688	52003	580.4713158692763	583.9967114583278	585.0975143020584	574.6264156786776	558.7921005037484					49.64167446389295
2016-11-15	585.0	603.2999877929688	557.3499755859375	594.2000122070312	594.2000122070312	164000	585.0475479818613	585.4543258509997	585.9644188644368	575.3940076993974	559.7238876538348					53.16067951892818
2016-11-16	590.0	601.0	584.0499877929688	590.7000122070312	590.7000122070312	108151	586.9317027235846	586.2037096161471	586.4154277542077	575.994243170285	560.5390488262874					51.960168618300514
2016-11-17	585.0499877929688	599.9500122070312	585.0499877929688	596.4000244140625	596.4000244140625	62642	590.0878099537439	587.6603260158493	587.3663417218129	576.7944698857273	561.4827587101762					53.79037657184272
2016-11-18	592.8499755859375	599.7999877929688	587.0	592.9000244140625	592.9000244140625	87986	591.02521477385	588.4088543584511	587.8933591210748	577.4260602593874	562.3095288602784					52.46854854427202
2016-11-21	593.5999755859375	598.0	551.5	578.0499877929688	578.0499877929688	288388	586.7001391135562	586.9290162776679	586.9558951850647	577.4505280058024	562.7237514637702					47.171935658494405
2016-11-22	586.0	601.9000244140625	575.75	596.5	596.5	58861	589.9667594090375	588.2962996665725	587.8648575483919	578.1975661232219	563.6126001094605					53.458245081074054
2016-11-23	600.0999755859375	608.0	585.0999755859375	602.1500244140625	602.1500244140625	104329	594.0278477440459	590.2754032019283	589.2253496308367	579.1368782130588	564.6267428543184					55.21574284307199
2016-11-24	600.0	626.7999877929688	595.0499877929688	616.0999755859375	616.0999755859375	98985	601.3852236913431	593.9646278282153	591.7848378170368	580.5864114433678	565.9813016104137					59.30205511119804
2016-11-25	621.7999877929688	621.9000244140625	600.5	609.7999877929688	609.7999877929688	33900	604.1901450585516	596.2268221088943	593.5005663861731	581.7320418884501	567.1344249310072					56.782230414432775
2016-11-28	618.9500122070312	624.0	612.0	614.7999877929688	614.7999877929688	43278	607.7267593033573	598.8801314923336	595.5290827106298	583.0288240807841	568.3887818484272					58.29678557423171
2016-11-29	620.7000122070312	704.0	617.0	677.9500122070312	677.9500122070312	1214939	631.1345102712486	610.1758287372904	603.3786950436205	586.7512236151467	571.271972121022					71.75846501852287
2016-11-30	684.0	702.2000122070312	655.0999755859375	660.2999877929688	660.2999877929688	460193	640.856336111822	617.3364228881017	608.7997705435585	589.6354888770221	573.6148146387048					65.40384661684222
2016-12-01	661.1500244140625	661.1500244140625	627.9500122070312	643.8499755859375	643.8499755859375	267195	641.8542159365271	621.1240732735067	612.1378853094993	591.7615471793325	575.4631083478425					60.06504548744942
2016-12-02	632.0999755859375	649.9000244140625	618.0999755859375	623.1500244140625	623.1500244140625	114216	635.619485429039	621.4134948650147	613.1866604623149	592.9924678552043	576.7180271916905					54.08251263045185
2016-12-05	620.0	645.9000244140625	619.9000244140625	640.9000244140625	640.9000244140625	133131	637.3796650907135	624.197284800593	615.8260284577194	594.8711955633947	578.407027118595					57.95011497318565
2016-12-06	646.0	649.9000244140625	630.0	634.25	634.25	93581	636.336443393809	625.6333869719368	617.580692414127	596.4154624040459	579.8765790365267					56.04547107811799
2016-12-07	638.1500244140625	644.9000244140625	632.0	640.7999877929688	640.7999877929688	68717	637.8242915268622	627.8000442320842	619.7920538787787	598.1560320271409	581.4798266353804	567.1059988403321				57.52622299631294
2016-12-08	644.0	658.0	642.3499755859375	652.5499877929688	652.5499877929688	79871	642.7328569488977	631.3357504550678	622.9118571087015	600.2891283316832	583.3500940342643	568.797959017612				60.12158881385289
2016-12-09	655.2000122070312	668.0	651.5999755859375	657.0	657.0	77592	647.4885712992651	635.0020718186296	626.1583469078728	602.5130840833818	585.2882494544152	570.5445340865701				61.09127828460533
2016-12-12	654.2999877929688	680.7000122070312	652.0499877929688	658.2000122070312	658.2000122070312	351418	651.0590516018539	638.316063302687	629.2099340792212	604.69688518627	587.2069800531683	572.2802861285595				61.36411002814758
2016-12-13	658.0	665.2000122070312	650.25	653.75	653.75	31293	651.9560344012359	640.5209114023031	631.5470832145335	606.6205367475928	588.9581121570322	573.8935477893801				59.692526368319186
2016-12-14	656.4000244140625	672.0	651.0	663.6500244140625	663.6500244140625	72589	655.8540310721781	643.825070403983	634.6045061859172	608.8569872443171	590.9236887953751	575.6709037621462				62.16198507259485
2016-12-15	655.0	672.5	653.9500122070312	669.7000122070312	669.7000122070312	81203	660.4693581171292	647.5214906615613	637.9469353307852	611.242988223247	592.9967499377872	577.5328663056092				63.628479972571185
2016-12-16	669.9000244140625	676.4500122070312	667.0499877929688	671.5999755859375	671.5999755859375	51217	664.1795639400653	650.9612742221865	641.1519867836569	613.6099289041368	595.0652558758964	579.3955813408633				64.09905995417391
2016-12-19	659.9500122070312	699.75	659.9500122070312	669.7000122070312	669.7000122070312	145336	666.0197133623873	653.63823679145	643.8708463477877	615.8095400140543	597.0293284109263	581.1837878926685				63.21821612275775
2016-12-20	669.0	678.75	655.0	661.4500122070312	661.4500122070312	48149	664.4964796439352	654.7542047079617	645.5450526200966	617.5993624529946	598.7246095634554	582.7732180771113				59.401101866744824
2016-12-21	663.0	667.5	641.0	646.25	646.25	49046	658.4143197626234	653.53931832111	645.6121904658017	618.7229168666026	599.9752777328381	584.0301840557823				53.04602980680551
2016-12-22	654.0	656.4000244140625	630.1500244140625	633.7000122070312	633.7000122070312	54545	650.1762172440928	650.7051317333845	644.4776972982997	619.3102539387763	600.8627707453169	585.0137450092724				48.43818455044761
2016-12-23	634.0	638.4500122070312	622.0499877929688	630.9000244140625	630.9000244140625	32852	643.7508196340826	647.8758306877671	643.184585595039	619.7647547417288	601.6532247892312	585.9223842054068				47.447901092320514
2016-12-26	628.7999877929688	628.9000244140625	608.5499877929688	616.9000244140625	616.9000244140625	28438	634.8005545607426	643.4507155058093	640.6812940539936	619.652412375938	602.0544563583057	586.5358028234				42.74258276985574
