Date	Open	High	Low	Close	Adj Close	Volume
2016-04-22	136.5500030517578	140.5500030517578	136.10000610351562	138.0	135.37393188476562	16016315
2016-04-25	138.6999969482422	139.4499969482422	135.3000030517578	136.0500030517578	133.46104431152344	6635973
2016-04-26	136.4499969482422	141.35000610351562	135.6999969482422	138.6999969482422	136.06060791015625	8740837
2016-04-27	138.6999969482422	143.3000030517578	138.10000610351562	141.85000610351562	139.15066528320312	12469123
2016-04-28	141.75	142.8000030517578	138.3000030517578	138.8000030517578	136.15870666503906	5001100
2016-04-29	138.8000030517578	141.85000610351562	137.25	140.14999389648438	137.48301696777344	4947987
2016-05-02	139.39999389648438	143.8000030517578	138.5500030517578	143.10000610351562	140.37689208984375	4984758
2016-05-03	144.39999389648438	146.8000030517578	140.35000610351562	140.85000610351562	138.16970825195312	6655538
2016-05-04	140.5500030517578	142.5	139.75	140.4499969482422	137.7772979736328	2130868
2016-05-05	141.0	146.75	140.6999969482422	145.5	142.731201171875	6707180
2016-05-06	146.8000030517578	148.60000610351562	142.25	145.64999389648438	142.8783416748047	6663738
2016-05-09	146.0	146.6999969482422	141.60000610351562	142.9499969482422	140.229736328125	3813982
2016-05-10	143.39999389648438	145.39999389648438	137.75	142.3000030517578	139.59210205078125	5933188
2016-05-11	139.5	143.9499969482422	139.1999969482422	142.9499969482422	140.229736328125	2734500
2016-05-12	143.5	149.60000610351562	141.8000030517578	147.75	144.93838500976562	7384329
2016-05-13	148.14999389648438	148.39999389648438	144.5	145.5	142.731201171875	3281584
2016-05-16	146.10000610351562	150.89999389648438	144.39999389648438	150.1999969482422	147.34176635742188	4810396
2016-05-17	150.5	151.3000030517578	147.1999969482422	148.10000610351562	145.28173828125	2195450
2016-05-18	147.0	147.4499969482422	144.89999389648438	145.5500030517578	142.78025817871094	1878648
2016-05-19	146.0	150.8000030517578	145.5	148.4499969482422	145.62506103515625	3377203
2016-05-20	149.0	149.25	146.89999389648438	148.10000610351562	145.28173828125	1504588
2016-05-23	148.1999969482422	148.89999389648438	146.0	146.64999389648438	143.85931396484375	842451
2016-05-24	145.10000610351562	146.35000610351562	143.89999389648438	144.60000610351562	141.8483428955078	690248
2016-05-25	145.75	150.39999389648438	145.5	149.25	146.40985107421875	1403337
2016-05-26	149.39999389648438	159.39999389648438	149.39999389648438	154.85000610351562	151.90328979492188	5852105
2016-05-27	154.89999389648438	157.6999969482422	152.5	154.89999389648438	151.95233154296875	1600647
2016-05-30	155.0	160.89999389648438	154.8000030517578	159.5	156.4647979736328	3339001
2016-05-31	159.39999389648438	163.4499969482422	156.5	161.5500030517578	158.4757843017578	3033954
2016-06-01	159.89999389648438	166.85000610351562	157.64999389648438	165.0	161.86013793945312	4961795
2016-06-02	165.0	167.5	163.89999389648438	167.0	163.8220672607422	2805265
