Date	Open	High	Low	Close	Adj Close	Volume
2003-05-08	10.971400260925293	11.199999809265137	10.17140007019043	10.399999618530273	1.402453899383545	187943.0
2003-05-09	10.628600120544434	10.742899894714355	10.399999618530273	10.742899894714355	1.4486948251724243	114800.0
2003-05-12	10.742899894714355	11.771400451660156	10.742899894714355	11.428600311279297	1.5411620140075684	752170.0
2003-05-13	11.771400451660156	11.885700225830078	11.314299583435059	11.428600311279297	1.5411620140075684	526229.0
2003-05-14	11.657099723815918	13.142900466918945	11.428600311279297	12.457099914550781	1.6798566579818726	797615.0
2003-05-15	12.571399688720703	12.800000190734863	12.342900276184082	12.457099914550781	1.6798566579818726	868013.0
2003-05-16	12.571399688720703	12.800000190734863	12.114299774169922	12.342900276184082	1.6644566059112549	446810.0
2003-05-19	12.571399688720703	12.685700416564941	12.0	12.114299774169922	1.6336294412612915	445552.0
2003-05-20	12.0	12.228599548339844	11.657099723815918	11.771400451660156	1.5873892307281494	262186.0
2003-05-21	12.0	13.028599739074707	11.885700225830078	12.800000190734863	1.7260973453521729	598364.0
2003-05-22	13.142900466918945	13.82859992980957	12.457099914550781	13.714300155639648	1.8493919372558594	1612429.0
2003-05-23	14.17140007019043	14.399999618530273	13.714300155639648	14.285699844360352	1.9264460802078247	904730.0
2003-05-26	14.514300346374512	15.314299583435059	14.399999618530273	15.085700035095215	2.034327268600464	1251601.0
2003-05-27	15.542900085449219	15.542900085449219	14.285699844360352	14.399999618530273	1.9418593645095825	1049294.0
2003-05-28	14.857099533081055	14.971400260925293	14.399999618530273	14.628600120544434	1.9726862907409668	574205.0
2003-05-29	14.857099533081055	15.428600311279297	14.742899894714355	15.199999809265137	2.0497403144836426	1040854.0
2003-05-30	15.314299583435059	16.114299774169922	15.314299583435059	15.657099723815918	2.1113808155059814	1371874.0
2003-06-02	15.885700225830078	16.799999237060547	15.771400451660156	16.114299774169922	2.173035144805908	1529006.0
2003-06-03	16.45709991455078	16.571399688720703	15.428600311279297	15.657099723815918	2.1113808155059814	894202.0
