           Symbol Series  Prev Close     Open     High      Low     Last    Close     VWAP   Volume      Turnover  Trades Deliverable Volume  %Deliverble
Date                                                                                                                                                     
2018-10-08  AAVAS     EQ      821.00   750.00   787.00   710.05   771.00   774.35   753.41  3534258  2.662733e+14  139954             719030       0.2034
2018-10-09  AAVAS     EQ      774.35   762.00   785.00   731.00   779.00   767.70   758.16   293295  2.223651e+13   18708              49086       0.1674
2018-10-10  AAVAS     EQ      767.70   766.00   798.00   766.00   790.00   791.30   787.78   254753  2.006903e+13   12337             125722       0.4935
2018-10-11  AAVAS     EQ      791.30   760.00   774.70   745.00   758.00   758.30   761.02    64953  4.943084e+12    3901              28945       0.4456
2018-10-12  AAVAS     EQ      758.30   760.00   785.20   760.00   780.00   781.40   780.47    49674  3.876928e+12    2097              27341       0.5504
2018-10-15  AAVAS     EQ      781.40   758.10   794.50   758.10   785.00   783.40   781.12    40739  3.182186e+12    1794              18166       0.4459
2018-10-16  AAVAS     EQ      783.40   780.05   797.00   774.90   779.90   779.40   785.44    72475  5.692463e+12    2462              47562       0.6563
2018-10-17  AAVAS     EQ      779.40   780.15   792.00   768.95   772.50   775.50   779.17    77718  6.055561e+12    6715              50050       0.6440
2018-10-19  AAVAS     EQ      775.50   770.00   770.95   732.00   734.05   736.65   753.98   154689  1.166320e+13    5872             137049       0.8860
2018-10-22  AAVAS     EQ      736.65   750.00   750.00   651.00   685.00   678.40   681.72    66813  4.554751e+12    5982              17096       0.2559
2018-10-23  AAVAS     EQ      678.40   680.00   680.00   623.10   631.05   635.10   646.40   127341  8.231385e+12    4180              91464       0.7183
2018-10-24  AAVAS     EQ      635.10   645.95   650.60   612.25   642.00   643.30   631.16    38009  2.398983e+12    5035               8058       0.2120
2018-10-25  AAVAS     EQ      643.30   639.90   660.80   617.05   640.20   643.55   636.30    68841  4.380337e+12    3110              55880       0.8117
2018-10-26  AAVAS     EQ      643.55   657.70   670.00   622.30   656.00   662.80   645.39    66917  4.318729e+12    3675              42978       0.6423
2018-10-29  AAVAS     EQ      662.80   655.05   664.85   625.25   635.00   635.40   638.09    26365  1.682318e+12    2516              12664       0.4803
2018-10-30  AAVAS     EQ      635.40   630.00   648.00   627.95   645.00   645.50   639.80    30058  1.923117e+12    1631              19353       0.6439
2018-10-31  AAVAS     EQ      645.50   640.05   671.00   622.00   670.00   662.75   647.50    64324  4.164968e+12    3799              48070       0.7473
2018-11-01  AAVAS     EQ      662.75   659.05   665.00   643.00   664.00   660.15   656.04    18275  1.198911e+12    1641               7557       0.4135
2018-11-02  AAVAS     EQ      660.15   667.00   679.95   662.00   670.00   670.30   670.79    16821  1.128333e+12    1046              10359       0.6158
2018-11-05  AAVAS     EQ      670.30   656.00   666.00   648.90   650.00   650.20   650.50   103024  6.701697e+12    1990              95138       0.9235
2018-11-06  AAVAS     EQ      650.20   650.20   665.65   649.95   665.00   662.35   658.06    36501  2.401987e+12    2883              32002       0.8767
2018-11-07  AAVAS     EQ      662.35   665.00   665.00   638.70   655.00   657.95   658.56     1916  1.261810e+11     194               1234       0.6441
2018-11-09  AAVAS     EQ      657.95   658.05   670.00   651.10   669.00   668.80   661.25     7177  4.745809e+11     762               3195       0.4452
2018-11-12  AAVAS     EQ      668.80   665.00   675.00   654.00   654.00   660.00   665.20    74733  4.971219e+12    2721              59129       0.7912
2018-11-13  AAVAS     EQ      660.00   659.80   673.00   652.75   665.00   665.15   664.95    56424  3.751924e+12    1911              46872       0.8307
2018-11-14  AAVAS     EQ      665.15   666.35   680.00   666.30   675.00   674.75   673.23   100282  6.751317e+12    1617              50794       0.5065
2018-11-15  AAVAS     EQ      674.75   674.75   683.95   666.60   678.10   680.20   676.51     6829  4.619886e+11     721               3928       0.5752
2018-11-16  AAVAS     EQ      680.20   683.75   683.75   670.00   675.00   675.10   675.09     7699  5.197521e+11    1527               4551       0.5911
2018-11-19  AAVAS     EQ      675.10   671.05   689.00   668.00   686.05   685.20   682.11    16158  1.102148e+12    2165               5166       0.3197
2018-11-20  AAVAS     EQ      685.20   680.45   695.00   676.55   690.00   690.25   687.79     7517  5.170107e+11    1452               5145       0.6844
2018-11-21  AAVAS     EQ      690.25   687.95   706.60   687.25   690.40   690.65   692.41     7138  4.942397e+11    1189               3989       0.5588
2018-11-22  AAVAS     EQ      690.65   690.00   740.00   686.85   734.30   732.05   722.54    25064  1.810975e+12    2638              11869       0.4735
2018-11-26  AAVAS     EQ      732.05   733.00   742.50   726.00   734.70   732.60   737.21    16043  1.182702e+12    2187              12356       0.7702
2018-11-27  AAVAS     EQ      732.60   728.00   735.00   716.00   725.00   725.55   723.25    16482  1.192058e+12    2753              12391       0.7518
2018-11-28  AAVAS     EQ      725.55   732.50   784.85   720.05   772.00   774.70   752.51   114237  8.596442e+12    9605              68438       0.5991
2018-11-29  AAVAS     EQ      774.70   762.20   782.05   757.00   759.25   762.40   770.01     9773  7.525275e+11    1667               5615       0.5745
2018-11-30  AAVAS     EQ      762.40   757.05   779.95   751.00   770.00   769.35   764.45   188248  1.439068e+13    3076             172330       0.9154
2018-12-03  AAVAS     EQ      769.35   770.50   785.00   760.10   778.10   779.15   769.24   111929  8.609985e+12    3676              92156       0.8233
2018-12-04  AAVAS     EQ      779.15   770.05   780.00   765.10   775.00   771.20   773.91    11560  8.946388e+11    1628               4472       0.3869
2018-12-05  AAVAS     EQ      771.20   764.05   799.80   761.00   777.00   776.05   783.66    14960  1.172351e+12    2295               6234       0.4167
2018-12-06  AAVAS     EQ      776.05   777.00   786.00   765.00   765.00   775.10   774.54     6641  5.143719e+11    1609               2846       0.4285
2018-12-07  AAVAS     EQ      775.10   771.05   784.00   765.00   775.50   778.55   776.95     8816  6.849609e+11    1276               5284       0.5994
2018-12-10  AAVAS     EQ      778.55   732.75   784.00   732.75   774.80   774.60   766.40    13727  1.052031e+12    1748               7116       0.5184
2018-12-11  AAVAS     EQ      774.60   761.75   790.00   759.25   780.00   785.90   781.19    17432  1.361762e+12    3051              10495       0.6021
2018-12-12  AAVAS     EQ      785.90   778.05   815.30   777.00   804.50   805.55   804.78    57679  4.641878e+12   12444              34200       0.5929
2018-12-13  AAVAS     EQ      805.55   814.40   865.00   797.10   831.90   835.00   835.36   490161  4.094594e+13   30543             313836       0.6403
2018-12-14  AAVAS     EQ      835.00   822.50   848.95   822.50   838.35   839.45   839.90   317736  2.668653e+13   13293             279830       0.8807
